nohup: ignoring input
[1/395] gsm8k_0003 status=200 ok=True expected=70000 predicted=70000 correct=True latency=12.363s
[2/395] gsm8k_0006 status=200 ok=True expected=64 predicted=64 correct=True latency=10.063s
[3/395] gsm8k_0009 status=200 ok=True expected=45 predicted=45 correct=True latency=16.168s
[4/395] gsm8k_0010 status=200 ok=True expected=460 predicted=460 correct=True latency=10.041s
[5/395] gsm8k_0014 status=200 ok=True expected=18 predicted=18 correct=True latency=11.140s
[6/395] gsm8k_0020 status=200 ok=True expected=6 predicted=6 correct=True latency=13.468s
[7/395] gsm8k_0021 status=200 ok=True expected=15 predicted=15 correct=True latency=13.374s
[8/395] gsm8k_0027 status=200 ok=True expected=243 predicted=243 correct=True latency=10.670s
[9/395] gsm8k_0031 status=200 ok=True expected=109 predicted=109 correct=True latency=11.890s
[10/395] gsm8k_0037 status=200 ok=True expected=75 predicted=75 correct=True latency=10.093s
[11/395] gsm8k_0038 status=200 ok=True expected=2 predicted=0 correct=False latency=11.373s
[12/395] gsm8k_0040 status=200 ok=True expected=18 predicted=18 correct=True latency=14.923s
[13/395] gsm8k_0042 status=200 ok=True expected=200 predicted=200 correct=True latency=11.316s
[14/395] gsm8k_0044 status=200 ok=True expected=48 predicted=48 correct=True latency=30.411s
[15/395] gsm8k_0045 status=200 ok=True expected=20 predicted=20 correct=True latency=11.992s
[16/395] gsm8k_0047 status=200 ok=True expected=163 predicted=163 correct=True latency=12.033s
[17/395] gsm8k_0048 status=200 ok=True expected=800 predicted=800 correct=True latency=16.765s
[18/395] gsm8k_0053 status=200 ok=True expected=15 predicted=15 correct=True latency=11.701s
[19/395] gsm8k_0054 status=200 ok=True expected=40 predicted=40 correct=True latency=11.342s
[20/395] gsm8k_0064 status=200 ok=True expected=1596 predicted=1596 correct=True latency=11.985s
[21/395] gsm8k_0074 status=200 ok=True expected=255 predicted=255 correct=True latency=10.326s
[22/395] gsm8k_0075 status=200 ok=True expected=88 predicted=88 correct=True latency=12.389s
[23/395] gsm8k_0076 status=200 ok=True expected=60 predicted=60 correct=True latency=11.995s
[24/395] gsm8k_0077 status=200 ok=True expected=5 predicted=5 correct=True latency=11.613s
[25/395] gsm8k_0078 status=200 ok=True expected=100 predicted=100 correct=True latency=11.245s
[26/395] gsm8k_0079 status=200 ok=True expected=6 predicted=6 correct=True latency=11.124s
[27/395] gsm8k_0088 status=200 ok=True expected=9360 predicted=9360 correct=True latency=14.406s
[28/395] gsm8k_0094 status=200 ok=True expected=36 predicted=36 correct=True latency=14.489s
[29/395] gsm8k_0101 status=200 ok=True expected=175 predicted=175 correct=True latency=10.455s
[30/395] gsm8k_0107 status=200 ok=True expected=72 predicted=72 correct=True latency=12.449s
[31/395] gsm8k_0108 status=200 ok=True expected=3 predicted=3 correct=True latency=11.111s
[32/395] gsm8k_0112 status=200 ok=True expected=16 predicted=16 correct=True latency=13.371s
[33/395] gsm8k_0116 status=200 ok=True expected=90 predicted=90 correct=True latency=16.369s
[34/395] gsm8k_0120 status=200 ok=True expected=95200 predicted=99077 correct=False latency=17.282s
[35/395] gsm8k_0129 status=200 ok=True expected=880 predicted=880 correct=True latency=13.566s
[36/395] gsm8k_0130 status=200 ok=True expected=10000 predicted=10000 correct=True latency=13.232s
[37/395] gsm8k_0138 status=200 ok=True expected=29 predicted=29 correct=True latency=12.314s
[38/395] gsm8k_0139 status=200 ok=True expected=105 predicted=105 correct=True latency=13.524s
[39/395] gsm8k_0146 status=200 ok=True expected=4000 predicted=4000 correct=True latency=12.248s
[40/395] gsm8k_0148 status=200 ok=True expected=75 predicted=75 correct=True latency=18.086s
[41/395] gsm8k_0151 status=200 ok=True expected=4 predicted=4 correct=True latency=12.944s
[42/395] gsm8k_0152 status=200 ok=True expected=5 predicted=5 correct=True latency=12.796s
[43/395] gsm8k_0154 status=200 ok=True expected=48 predicted=48 correct=True latency=14.624s
[44/395] gsm8k_0155 status=200 ok=True expected=272 predicted=272 correct=True latency=10.930s
[45/395] gsm8k_0156 status=200 ok=True expected=280 predicted=280 correct=True latency=11.917s
[46/395] gsm8k_0158 status=200 ok=True expected=80 predicted=80 correct=True latency=14.229s
[47/395] gsm8k_0163 status=200 ok=True expected=92 predicted=4 correct=False latency=31.307s
[48/395] gsm8k_0173 status=200 ok=True expected=51 predicted=51 correct=True latency=12.099s
[49/395] gsm8k_0176 status=200 ok=True expected=15 predicted=15 correct=True latency=12.797s
[50/395] gsm8k_0178 status=200 ok=True expected=350 predicted=350 correct=True latency=19.109s
[51/395] gsm8k_0183 status=200 ok=True expected=23 predicted=24 correct=False latency=11.999s
[52/395] gsm8k_0184 status=200 ok=True expected=2 predicted=2 correct=True latency=13.266s
[53/395] gsm8k_0185 status=200 ok=True expected=25 predicted=25 correct=True latency=14.015s
[54/395] gsm8k_0187 status=200 ok=True expected=5 predicted=5 correct=True latency=15.233s
[55/395] gsm8k_0188 status=200 ok=True expected=106 predicted=106.12 correct=False latency=15.406s
[56/395] gsm8k_0190 status=200 ok=True expected=34 predicted=34 correct=True latency=11.618s
[57/395] gsm8k_0194 status=200 ok=True expected=24 predicted=24 correct=True latency=10.885s
[58/395] gsm8k_0200 status=200 ok=True expected=7500 predicted=7500 correct=True latency=13.560s
[59/395] gsm8k_0206 status=200 ok=True expected=98 predicted=191 correct=False latency=13.698s
[60/395] gsm8k_0207 status=200 ok=True expected=860 predicted=860 correct=True latency=9.050s
[61/395] gsm8k_0208 status=200 ok=True expected=2600 predicted=2600 correct=True latency=13.764s
[62/395] gsm8k_0210 status=200 ok=True expected=145 predicted=145 correct=True latency=11.175s
[63/395] gsm8k_0211 status=200 ok=True expected=10 predicted=10 correct=True latency=10.323s
[64/395] gsm8k_0215 status=200 ok=True expected=8 predicted=2 correct=False latency=9.785s
[65/395] gsm8k_0219 status=200 ok=True expected=45 predicted=45 correct=True latency=12.418s
[66/395] gsm8k_0220 status=200 ok=True expected=54 predicted=54 correct=True latency=11.774s
[67/395] gsm8k_0227 status=200 ok=True expected=33 predicted=33 correct=True latency=11.340s
[68/395] gsm8k_0228 status=200 ok=True expected=9 predicted=9 correct=True latency=11.470s
[69/395] gsm8k_0230 status=200 ok=True expected=21 predicted=21 correct=True latency=6.626s
[70/395] gsm8k_0231 status=200 ok=True expected=276000 predicted=276000 correct=True latency=12.156s
[71/395] gsm8k_0237 status=200 ok=True expected=31 predicted=31 correct=True latency=9.745s
[72/395] gsm8k_0243 status=200 ok=True expected=3 predicted=3 correct=True latency=10.818s
[73/395] gsm8k_0245 status=200 ok=True expected=20 predicted=20 correct=True latency=13.177s
[74/395] gsm8k_0250 status=200 ok=True expected=5600 predicted=5600 correct=True latency=11.586s
[75/395] gsm8k_0260 status=200 ok=True expected=168 predicted=168 correct=True latency=13.967s
[76/395] gsm8k_0266 status=200 ok=True expected=9500 predicted=9500 correct=True latency=14.892s
[77/395] gsm8k_0267 status=200 ok=True expected=118000 predicted=118000 correct=True latency=11.287s
[78/395] gsm8k_0268 status=200 ok=True expected=91 predicted=91 correct=True latency=11.899s
[79/395] gsm8k_0274 status=200 ok=True expected=315 predicted=315 correct=True latency=12.475s
[80/395] gsm8k_0276 status=200 ok=True expected=138 predicted=138 correct=True latency=12.392s
[81/395] gsm8k_0277 status=200 ok=True expected=9 predicted=9 correct=True latency=11.993s
[82/395] gsm8k_0278 status=200 ok=True expected=4 predicted=4 correct=True latency=10.914s
[83/395] gsm8k_0280 status=200 ok=True expected=6 predicted=6 correct=True latency=8.814s
[84/395] gsm8k_0282 status=200 ok=True expected=2450 predicted=2450 correct=True latency=11.046s
[85/395] gsm8k_0288 status=200 ok=True expected=8 predicted=8 correct=True latency=10.475s
[86/395] gsm8k_0293 status=200 ok=True expected=75 predicted=75 correct=True latency=13.063s
