timestamp_unix,latency_ms,ok,http_status,gateway_instance,error
1782128524.901414,3.641,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128525.009280,1.801,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128525.111959,4.469,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128525.218403,4.994,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128525.325943,5.146,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128525.432803,4.452,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128525.538147,4.343,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128525.645246,5.437,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128525.753564,5.063,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128525.863094,5.441,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128525.969020,5.597,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128526.075129,3.303,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128526.179084,1.889,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128526.283337,2.978,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128526.389116,5.326,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128526.496946,5.535,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128526.602961,4.705,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128526.708359,5.393,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128526.815595,5.954,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128526.924899,5.504,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128527.031354,4.662,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128527.137318,5.108,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128527.243034,5.388,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128527.349118,5.467,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128527.456950,5.227,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128527.562971,2.641,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128527.666889,1.680,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128527.771363,3.985,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128527.875759,5.685,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128527.982113,4.272,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128528.087238,5.108,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128528.193352,5.416,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128528.302889,6.423,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128528.411415,5.193,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128528.516926,4.608,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128528.622405,5.546,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128528.728997,4.551,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128528.833931,4.308,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128528.940137,5.083,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128529.046810,4.605,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128529.152117,4.442,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128529.259447,5.275,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128529.366396,5.050,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128529.473613,5.440,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128529.580144,4.935,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128529.686418,5.374,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128529.793244,1.660,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128529.894969,2.004,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128529.998417,8.573,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128530.108537,4.875,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128530.214371,5.196,1,200,inference-gateway-78cbd9f4cc-bf52k,
