case_id,prompt_id,thinking_budget,concurrency,benchmark_wall_time_seconds,throughput_qps,status_code,ok,client_latency_seconds,server_latency_seconds,backend,model_name,device,input_chars,input_tokens,output_tokens,tokens_per_second,max_new_tokens,response,error
1,llm_inference_cn,0,4,32.320201,1.237616,200,True,3.362758,3.354841,vllm,ByteDance-Seed/Seed-OSS-36B-Instruct,vllm_server,36,104,128,38.1538,128,"### 三句话解释大模型推理  
大模型推理是指输入文本、图像等数据后，大模型通过计算生成输出结果的过程，核心是高效调用模型参数完成任务（如生成文本、回答问题）。  
推理需平衡速度与精度，需解决长上下文处理、显存占用大等问题，直接影响用户体验和系统成本。  
它是大模型落地的关键环节，连接模型能力与实际应用（如聊天机器人、内容创作），需适配多场景需求（如低延迟交互、高吞吐量批量处理）。  


### vLLM适合做推理",
2,legal_summary_cn,0,4,32.320201,1.237616,200,True,2.246969,2.240939,vllm,ByteDance-Seed/Seed-OSS-36B-Instruct,vllm_server,52,111,86,38.3768,128,"### 核心风险点总结  
1. **甲方单方定价权**：甲方可单方面修改服务价格，乙方无协商或抗辩空间，可能面临价格不合理上涨的风险。  
2. **乙方解约限制**：乙方不得提前解除合同，否则需支付违约金，合同解除权严重倾斜于甲方，乙方可能因客观情况变化（如服务需求变更）被束缚且承担额外成本。",
3,kv_cache_en,0,4,32.320201,1.237616,200,True,3.362491,3.354588,vllm,ByteDance-Seed/Seed-OSS-36B-Instruct,vllm_server,92,105,128,38.1567,128,"### KV Cache: Core Role in LLM Inference Optimization  


#### **1. What is KV Cache?**  
KV Cache (Key-Value Cache) stores the **key (K)** and **value (V)** tensors generated during the self-attention mechanism of LLMs during inference. These tensors are computed once per token in the input/prompt and reused for generating subsequent tokens, eliminating redundant recalculations.  


#### **2. Impact on Latency**  
Latency (time per token generation) is reduced by **avoiding redundant self-attention computations**:  
- In standard self-attention, each",
4,seed_oss_planning_cn,0,4,32.320201,1.237616,200,True,3.36141,3.354363,vllm,ByteDance-Seed/Seed-OSS-36B-Instruct,vllm_server,53,113,128,38.1593,128,"### 从AI推理工程角度说明部署36B大模型需多GPU、KV Cache管理和性能压测的原因


#### **一、多GPU部署：解决单卡内存与算力限制**  
36B参数的大模型（如LLaMA-2-36B）仅权重就需约**70GB内存**（FP16格式），远超单块GPU的显存上限（如NVIDIA A100 80GB显存仅能容纳权重，无空间处理推理时的中间激活和KV Cache）。即使采用量化技术（如INT8）",
5,llm_inference_cn,0,4,32.320201,1.237616,200,True,3.343538,3.34129,vllm,ByteDance-Seed/Seed-OSS-36B-Instruct,vllm_server,36,104,128,38.3086,128,"### 三句话解释大模型推理  
大模型推理是指输入文本、图像等数据后，大模型通过计算生成输出结果的过程，核心是高效调用模型参数完成任务（如生成文本、回答问题）。  
推理需平衡速度、内存和成本，需解决长上下文处理、批量请求调度等挑战，直接影响用户体验和服务可用性。  
它是大模型落地的关键环节，连接模型能力与实际应用，需适配多场景需求（如对话、搜索、创作）。  


### vLLM适合做推理服务的原因  
**高效显存利用**",
6,legal_summary_cn,0,4,32.320201,1.237616,200,True,2.254476,2.252468,vllm,ByteDance-Seed/Seed-OSS-36B-Instruct,vllm_server,52,111,86,38.1803,128,"### 核心风险点总结  
1. **甲方单方定价权**：甲方可单方面修改服务价格，乙方无协商或抗辩空间，可能面临价格不合理上涨的风险。  
2. **乙方解约限制**：乙方不得提前解除合同，否则需支付违约金，合同解除权严重倾斜于甲方，乙方可能因客观情况变化（如服务需求变更）被束缚且承担额外成本。",
7,kv_cache_en,0,4,32.320201,1.237616,200,True,3.345243,3.342665,vllm,ByteDance-Seed/Seed-OSS-36B-Instruct,vllm_server,92,105,128,38.2928,128,"### KV Cache: Core Role in LLM Inference Optimization  


#### **1. What is KV Cache?**  
KV Cache (Key-Value Cache) stores the **key (K)** and **value (V)** tensors generated during the self-attention mechanism of LLMs during inference. These tensors are computed once per token in the input/prompt and reused for generating subsequent tokens, eliminating redundant recalculations.  


#### **2. Impact on Latency**  
Latency (time per token generation) is reduced by **avoiding redundant self-attention computations**:  
- In standard self-attention, each",
8,seed_oss_planning_cn,0,4,32.320201,1.237616,200,True,3.344451,3.342356,vllm,ByteDance-Seed/Seed-OSS-36B-Instruct,vllm_server,53,113,128,38.2963,128,"### 从AI推理工程角度说明部署36B大模型需多GPU、KV Cache管理和性能压测的原因


#### **一、多GPU部署：解决单卡内存与算力限制**  
36B参数的大模型（如LLaMA-2-36B）仅权重就需约**70GB内存**（FP16格式），远超单块GPU的显存上限（如NVIDIA A100 80GB显存仅能勉强容纳权重，无额外空间处理推理时的中间激活和KV Cache）。即使采用量化技术（如INT",
9,llm_inference_cn,0,4,32.320201,1.237616,200,True,3.342931,3.341248,vllm,ByteDance-Seed/Seed-OSS-36B-Instruct,vllm_server,36,104,128,38.309,128,"### 三句话解释大模型推理  
大模型推理是指输入文本、图像等数据后，大模型通过计算生成输出结果的过程，核心是高效调用模型参数完成任务（如生成文本、回答问题）；其关键挑战在于平衡**延迟**（响应速度）和**吞吐量**（单位时间处理请求数），需解决模型加载慢、计算资源占用高、多请求并发冲突等问题；推理过程通常包含 token 化（将输入转为模型可处理的 token）、模型前向计算（按层推理生成中间结果）、结果解码（将模型输出",
10,legal_summary_cn,0,4,32.320201,1.237616,200,True,2.203835,2.202819,vllm,ByteDance-Seed/Seed-OSS-36B-Instruct,vllm_server,52,111,84,38.133,128,"### 核心风险点总结  
1. **甲方单方定价权**：甲方可单方面修改服务价格，乙方无协商或抗辩空间，可能面临价格不合理上涨的风险。  
2. **乙方解约限制**：乙方不得提前解除合同，否则需支付违约金，合同解除权严重倾斜于甲方，乙方可能因客观情况变化（如服务需求变更）被迫承担违约成本。",
11,kv_cache_en,0,4,32.320201,1.237616,200,True,3.340504,3.338634,vllm,ByteDance-Seed/Seed-OSS-36B-Instruct,vllm_server,92,105,128,38.339,128,"### KV Cache: Core Role in LLM Inference Optimization  


#### **1. What is KV Cache?**  
KV Cache (Key-Value Cache) is a critical optimization for large language model (LLM) inference that stores intermediate **key (K)** and **value (V)** tensors from self-attention layers during generation. These tensors are recomputed for every new token in autoregressive generation, but caching them eliminates redundant calculations, drastically improving efficiency.  


### **2. Impact on Latency**  
Latency (time per token) is the primary metric for interactive LLM applications (e.g.,",
12,seed_oss_planning_cn,0,4,32.320201,1.237616,200,True,3.339758,3.338515,vllm,ByteDance-Seed/Seed-OSS-36B-Instruct,vllm_server,53,113,128,38.3404,128,"### 从AI推理工程角度说明部署36B大模型需多GPU、KV Cache管理和性能压测的原因


#### **一、多GPU部署：解决单卡内存与算力限制**  
36B参数的大模型（如LLaMA-2-36B）仅权重就需约**70GB内存**（FP16格式），远超单块GPU的显存上限（如NVIDIA A100 80GB显存仅能勉强容纳权重，无额外空间处理推理时的中间激活与KV Cache）。即使采用量化技术（如INT",
13,llm_inference_cn,0,4,32.320201,1.237616,200,True,3.340379,3.339329,vllm,ByteDance-Seed/Seed-OSS-36B-Instruct,vllm_server,36,104,128,38.331,128,"### 三句话解释大模型推理  
大模型推理是指输入文本、图像等数据后，大模型通过计算生成输出结果的过程，核心是高效调用模型参数完成任务（如生成文本、回答问题）。  
推理需平衡速度、内存和成本，需解决长上下文处理、批量请求调度等挑战，直接影响用户体验和服务可用性。  
它是大模型落地的关键环节，连接模型能力与实际应用，需适配多场景需求（如对话、搜索、创作）。  


### vLLM适合做推理服务的原因  
**高效显存利用**",
