case_id,prompt_id,thinking_budget,concurrency,benchmark_wall_time_seconds,throughput_qps,status_code,ok,client_latency_seconds,server_latency_seconds,backend,model_name,device,input_chars,input_tokens,output_tokens,tokens_per_second,max_new_tokens,response,error
1,llm_inference_cn,0,1,123.070368,0.325017,200,True,3.37133,3.365571,vllm,ByteDance-Seed/Seed-OSS-36B-Instruct,vllm_server,36,104,128,38.0322,128,"### 三句话解释大模型推理  
大模型推理是指输入文本、图像等数据后，大模型通过计算生成输出结果的过程，核心是高效调用模型参数完成任务（如生成文本、回答问题）。  
推理需平衡速度、内存和成本，需解决长上下文处理、批量请求调度等挑战，直接影响用户体验和服务可用性。  
它是大模型落地的关键环节，连接模型能力与实际应用，需适配多场景需求（如对话、搜索、创作）。  


### vLLM适合做推理服务的原因  
**高效显存利用**",
2,legal_summary_cn,0,1,123.070368,0.325017,200,True,2.279337,2.277683,vllm,ByteDance-Seed/Seed-OSS-36B-Instruct,vllm_server,52,111,87,38.1967,128,"### 核心风险点总结  
1. **甲方单方定价权风险**：甲方可单方面修改服务价格，乙方无协商或抗辩空间，可能面临价格不合理上涨的损失。  
2. **乙方解约约束风险**：乙方不得提前解除合同，若需解约需支付违约金，丧失合同解除的自主权，可能因客观情况变化（如服务需求变更）被锁定在不利合同中。",
3,kv_cache_en,0,1,123.070368,0.325017,200,True,3.348159,3.346231,vllm,ByteDance-Seed/Seed-OSS-36B-Instruct,vllm_server,92,105,128,38.252,128,"### KV Cache: Core Role in LLM Inference Optimization  


#### **1. What is KV Cache?**  
KV Cache (Key-Value Cache) stores the **key (K)** and **value (V)** tensors generated during the self-attention mechanism of LLMs during inference. These tensors are computed once per token in the input/prompt and reused for generating subsequent tokens, eliminating redundant recalculations.  


#### **2. Impact on Latency**  
Latency (time per token generation) is reduced by **avoiding redundant self-attention computations**:  
- In standard self-attention, each",
4,seed_oss_planning_cn,0,1,123.070368,0.325017,200,True,3.350009,3.347624,vllm,ByteDance-Seed/Seed-OSS-36B-Instruct,vllm_server,53,113,128,38.2361,128,"### 从AI推理工程角度说明部署36B大模型需多GPU、KV Cache管理和性能压测的原因


#### **一、多GPU部署：解决单卡内存与算力限制**  
36B参数的大模型（如LLaMA-2-36B）仅权重就需约**70GB内存**（FP16格式），远超单块GPU的显存上限（如NVIDIA A100 80GB显存仅能容纳权重，无空间处理推理时的中间激活和KV Cache）。即使采用量化技术（如INT8）",
5,llm_inference_cn,0,1,123.070368,0.325017,200,True,3.340698,3.339048,vllm,ByteDance-Seed/Seed-OSS-36B-Instruct,vllm_server,36,104,128,38.3343,128,"### 三句话解释大模型推理  
大模型推理是指输入文本、图像等数据后，大模型通过计算生成输出结果的过程，核心是高效调用模型参数完成任务（如生成文本、回答问题）。  
推理需平衡速度与精度，需解决长上下文处理、显存占用大等问题，直接影响用户体验和系统成本。  
它是大模型落地的关键环节，连接模型能力与实际应用（如聊天机器人、内容创作），需适配多场景需求（如低延迟交互、高吞吐量批量处理）。  


### vLLM适合做推理",
6,legal_summary_cn,0,1,123.070368,0.325017,200,True,2.276307,2.274393,vllm,ByteDance-Seed/Seed-OSS-36B-Instruct,vllm_server,52,111,87,38.252,128,"### 核心风险点总结  
1. **甲方单方定价权风险**：甲方可单方面修改服务价格，乙方无协商或抗辩空间，可能面临价格不合理上涨的损失。  
2. **乙方解约约束风险**：乙方不得提前解除合同，若需解约需支付违约金，丧失合同解除的自主权，可能因客观情况变化（如服务需求变更）被锁定在不利合同中。",
7,kv_cache_en,0,1,123.070368,0.325017,200,True,3.345671,3.343702,vllm,ByteDance-Seed/Seed-OSS-36B-Instruct,vllm_server,92,105,128,38.2809,128,"### KV Cache: Core Role in LLM Inference Optimization  


#### **1. What is KV Cache?**  
KV Cache (Key-Value Cache) stores the **key (K)** and **value (V)** tensors generated during the self-attention mechanism of LLMs during inference. These tensors are computed once per token in the input/prompt and reused for generating subsequent tokens, eliminating redundant recalculations.  


#### **2. Impact on Latency**  
Latency (time per token generation) is reduced by **avoiding redundant self-attention computations**:  
- In standard self-attention, each",
8,seed_oss_planning_cn,0,1,123.070368,0.325017,200,True,3.340425,3.338284,vllm,ByteDance-Seed/Seed-OSS-36B-Instruct,vllm_server,53,113,128,38.3431,128,"### 从AI推理工程角度说明部署36B大模型需多GPU、KV Cache管理和性能压测的原因


#### **一、多GPU部署：解决单卡内存与算力限制**  
36B参数的大模型（如LLaMA-2-36B）仅权重就需约**70GB内存**（FP16格式），远超单块GPU的显存上限（如NVIDIA A100 80GB显存仅能容纳权重，无空间处理推理时的中间激活和KV Cache）。即使采用量化技术（如INT8）",
9,llm_inference_cn,0,1,123.070368,0.325017,200,True,3.345521,3.343659,vllm,ByteDance-Seed/Seed-OSS-36B-Instruct,vllm_server,36,104,128,38.2814,128,"### 三句话解释大模型推理  
大模型推理是指输入文本、图像等数据后，大模型通过计算生成输出结果的过程，核心是高效调用模型参数完成任务（如生成文本、回答问题）。  
推理需平衡速度与精度，需解决长上下文处理、显存占用大等问题，直接影响用户体验和系统成本。  
它是大模型落地的关键环节，连接模型能力与实际应用（如聊天机器人、内容创作），需适配多场景需求（如低延迟交互、高吞吐量批量处理）。  


### vLLM适合做推理",
10,legal_summary_cn,0,1,123.070368,0.325017,200,True,2.278036,2.276309,vllm,ByteDance-Seed/Seed-OSS-36B-Instruct,vllm_server,52,111,87,38.2198,128,"### 核心风险点总结  
1. **甲方单方定价权风险**：甲方可单方面修改服务价格，乙方无协商或抗辩空间，可能面临价格不合理上涨的损失。  
2. **乙方解约约束风险**：乙方不得提前解除合同，若需解约需支付违约金，丧失合同解除的自主权，可能因客观情况变化（如服务需求变更）被锁定在不利合同中。",
